,total_count,date
7798,6106,2018-03-29
8750,18460,2018-03-29
8319,16036,2018-03-29
5107,4038,2018-03-29
10768,40913,2018-03-29
2207,16110,2018-03-29
11271,14808,2018-03-29
2202,24054,2018-03-29
10773,31766,2018-03-29
5113,4591,2018-03-29
11298,2950,2018-03-29
11067,2955,2018-04-03
11391,4843,2018-04-03
3764,5076,2018-04-03
1422,19371,2018-04-03
5262,16177,2018-04-03
13240,4463,2018-04-03
9889,4544,2018-04-03
6532,18263,2018-04-03
1145,20118,2018-04-03
5007,15246,2018-04-03
12717,18973,2018-04-03
10102,16052,2018-04-03
12549,2420,2018-04-03
11327,2211,2018-04-03
5192,21069,2018-04-03
6907,7988,2018-04-03
2516,6125,2018-04-03
11686,10396,2018-04-03
6536,17592,2018-04-03
12686,26458,2018-04-03
5061,29112,2018-04-04
5250,9355,2018-04-04
11293,3441,2018-04-04
5188,17471,2018-04-04
12159,3121,2018-04-04
5198,36487,2018-04-04
5278,11746,2018-04-04
3642,4245,2018-04-04
12788,29420,2018-04-04
12755,24938,2018-04-04
1039,4660,2018-04-04
5359,5570,2018-04-04
1010,4246,2018-04-04
930,3648,2018-04-04
11723,2941,2018-04-04
2134,3758,2018-04-04
1446,6130,2018-04-04
4077,9382,2018-04-04
9797,7267,2018-04-05
13382,21652,2018-04-05
8877,22262,2018-04-05
1637,2484,2018-04-05
5212,11527,2018-04-05
3683,5284,2018-04-05
3675,3593,2018-04-05
11095,3912,2018-04-05
6025,3642,2018-04-05
4757,22048,2018-04-05
12327,17171,2018-04-05
11793,7352,2018-04-05
9802,7136,2018-04-05
5240,87515,2018-04-05
5019,35086,2018-04-05
10243,3497,2018-04-05
11263,4264,2018-04-05
3605,1877,2018-04-05
12172,2073,2018-04-05
3903,17758,2018-04-05
3760,4509,2018-04-05
5496,2580,2018-04-05
9239,3812,2018-04-05
4578,1077,2018-04-10
3985,22766,2018-04-10
8144,2749,2018-04-10
9922,4179,2018-04-10
12836,15033,2018-04-10
8149,2385,2018-04-10
12535,3220,2018-04-10
1662,5332,2018-04-10
8155,4776,2018-04-10
4072,10060,2018-04-10
1434,6052,2018-04-10
11745,1736,2018-04-10
7019,9624,2018-04-10
903,5404,2018-04-10
9089,2325,2018-04-10
8161,4297,2018-04-10
11671,3358,2018-04-10
2777,1295,2018-04-11
3979,24448,2018-04-11
1311,30557,2018-04-11
8915,12022,2018-04-11
1169,4134,2018-04-11
8910,41342,2018-04-11
8886,27216,2018-04-11
8871,26908,2018-04-11
8926,18655,2018-04-11
3997,29167,2018-04-11
3133,2899,2018-04-11
8933,26763,2018-04-11
3178,11269,2018-04-11
4037,36313,2018-04-11
3138,6444,2018-04-11
1627,7916,2018-04-11
4006,36423,2018-04-11
1618,7562,2018-04-11
4030,20878,2018-04-11
4646,2880,2018-04-12
1411,2249,2018-04-12
1303,26244,2018-04-12
5256,10245,2018-04-12
1160,23777,2018-04-12
1150,2540,2018-04-12
5241,77138,2018-04-12
5205,8972,2018-04-12
10944,3561,2018-04-12
10858,6785,2018-04-17
12523,4894,2018-04-17
12860,23906,2018-04-17
12850,14460,2018-04-17
10680,3045,2018-04-17
12826,19224,2018-04-17
10655,6568,2018-04-17
12796,20086,2018-04-17
12778,20522,2018-04-17
12770,22601,2018-04-17
12739,23124,2018-04-17
12735,20979,2018-04-17
12672,15340,2018-04-17
12635,15570,2018-04-17
10221,13797,2018-04-17
10231,10952,2018-04-17
10447,6281,2018-04-17
9722,8246,2018-04-17
12705,21100,2018-04-17
13690,6274,2018-04-17
12126,4468,2018-04-17
11512,14208,2018-04-17
12117,1791,2018-04-17
12916,3008,2018-04-18
12429,2903,2018-04-18
2141,9934,2018-04-18
7328,7671,2018-04-18
2127,3285,2018-04-18
1854,4078,2018-04-18
5360,4215,2018-04-18
1066,9329,2018-04-18
5342,8774,2018-04-18
12902,6310,2018-04-18
12909,7443,2018-04-18
1175,22735,2018-04-18
1054,14045,2018-04-18
8210,3481,2018-04-18
4058,10305,2018-04-18
11053,4867,2018-04-19
10547,21962,2018-04-19
1031,6232,2018-04-19
9785,10574,2018-04-19
1006,7368,2018-04-19
937,2551,2018-04-19
12338,12049,2018-04-19
894,6161,2018-04-19
7524,3281,2018-04-19
11023,6344,2018-04-19
11029,10773,2018-04-19
11035,11599,2018-04-19
3759,3998,2018-04-19
12364,7996,2018-04-19
778,10644,2018-04-24
12154,4004,2018-04-24
10597,3473,2018-04-24
1265,4360,2018-04-24
7245,3607,2018-04-24
3639,3334,2018-04-24
10745,4688,2018-04-24
3648,5426,2018-04-24
8166,3783,2018-04-24
1133,19416,2018-04-24
4073,4670,2018-04-24
1404,13596,2018-04-24
766,4583,2018-04-24
1418,15526,2018-04-24
4817,23943,2018-04-25
8227,4419,2018-04-25
8221,4023,2018-04-25
10216,7427,2018-04-25
4766,27570,2018-04-25
4834,22460,2018-04-25
8234,3685,2018-04-25
5049,9980,2018-04-25
784,11711,2018-04-26
7676,4024,2018-04-26
2504,3394,2018-04-26
6554,17803,2018-04-26
926,4437,2018-04-26
4068,11164,2018-04-26
12254,6048,2018-04-26
2524,4057,2018-04-26
5040,6999,2018-04-26
9312,6992,2018-04-26
5095,11039,2018-04-26
13556,8318,2018-04-26
813,1892,2018-04-26
744,10138,2018-04-26
12665,22518,2018-05-01
789,8715,2018-05-01
3627,2647,2018-05-01
9540,4547,2018-05-01
773,6575,2018-05-01
7528,3204,2018-05-01
799,9938,2018-05-01
13551,6349,2018-05-01
727,8274,2018-05-01
13566,5376,2018-05-01
13615,10417,2018-05-01
11563,7456,2018-05-02
5777,4504,2018-05-02
1228,3830,2018-05-02
12574,5778,2018-05-02
4015,22129,2018-05-02
9660,2970,2018-05-03
3060,2141,2018-05-03
13366,3583,2018-05-03
13540,20264,2018-05-03
854,6210,2018-05-05
10862,5723,2018-05-08
866,4378,2018-05-08
7005,4279,2018-05-08
9639,6172,2018-05-08
732,3898,2018-05-08
5393,6399,2018-05-08
770,10697,2018-05-08
10239,6255,2018-05-15
2812,6895,2018-05-15
11008,9204,2018-05-15
1876,2852,2018-05-15
8791,16744,2018-05-16
9223,2820,2018-05-16
7473,11555,2018-05-16
9488,41539,2018-05-16
4031,21423,2018-05-16
11074,1895,2018-05-16
8783,16613,2018-05-16
9470,20614,2018-05-16
7927,3272,2018-05-16
7940,1241,2018-05-16
4425,7034,2018-05-16
8804,19746,2018-05-16
9482,19394,2018-05-16
7517,2520,2018-05-16
6915,6618,2018-05-17
9487,14594,2018-05-17
9218,2870,2018-05-17
6936,8940,2018-05-17
6009,6907,2018-05-17
7478,8980,2018-05-17
3980,24818,2018-05-17
8872,27150,2018-05-22
8777,26396,2018-05-22
9792,6477,2018-05-22
8846,3602,2018-05-22
4090,22693,2018-05-22
1304,27473,2018-05-22
3139,6633,2018-05-23
12996,6833,2018-05-23
10671,4894,2018-05-23
13377,20788,2018-05-23
9812,4249,2018-05-23
9476,16516,2018-05-23
12965,5762,2018-05-23
4825,25501,2018-05-23
9563,23506,2018-05-24
2728,5307,2018-05-24
12961,3579,2018-05-24
13651,6517,2018-05-24
12202,5212,2018-05-24
5964,6719,2018-05-24
9283,12035,2018-05-24
2124,6187,2018-05-24
11108,14905,2018-05-24
11170,16041,2018-05-24
9293,7886,2018-05-24
9259,37319,2018-05-24
6701,17149,2018-06-13
8824,1391,2018-06-13
8823,2343,2018-06-13
572,2108,2018-06-13
4853,20838,2018-06-13
6728,19450,2018-06-13
11384,2829,2018-06-13
12647,19011,2018-06-27
5646,11236,2018-06-27
488,3493,2018-06-27
487,7849,2018-06-27
10114,16559,2018-06-27
10113,16590,2018-06-27
4416,3097,2018-06-27
6518,5083,2018-09-27
6502,4249,2018-09-27
8196,2641,2018-10-03
7426,43433,2018-10-04
394,34458,2018-10-04
7544,2646,2018-10-04
6152,1617,2018-10-04
11211,4763,2018-10-23
10432,4330,2018-10-23
5411,3987,2018-10-23
3251,6071,2018-10-23
3785,16719,2018-10-23
11907,16522,2018-10-23
12940,5299,2018-10-23
2326,14695,2018-10-23
3225,4139,2018-10-24
1595,3920,2018-10-24
12473,25000,2018-10-24
13078,3327,2018-10-24
608,4013,2018-10-24
9891,472,2018-10-25
2104,8703,2018-10-25
3449,11412,2018-10-25
7350,4490,2018-10-25
6818,19305,2018-10-25
920,7005,2018-10-30
4430,1870,2018-11-15
4447,31768,2018-11-15
5114,4130,2018-11-15
7614,9231,2018-11-15
638,4091,2018-11-15
11462,4169,2018-11-15
4579,1151,2018-12-04
11746,1451,2018-12-04
3674,3686,2018-12-04
12536,2746,2018-12-04
9090,1795,2018-12-04
9150,4166,2018-12-04
3684,6537,2018-12-04
11459,1944,2018-12-05
11471,6203,2018-12-05
2776,1451,2018-12-05
1663,5326,2018-12-05
2781,2690,2018-12-05
13481,2338,2018-12-05
12331,16865,2018-12-05
4580,5090,2018-12-06
12541,2960,2018-12-06
8879,13909,2018-12-06
3606,1626,2018-12-06
8878,28601,2018-12-06
7117,21664,2018-12-06
10986,2563,2018-12-06
8972,5519,2018-12-06
6169,4865,2018-12-11
12942,6536,2018-12-11
6629,3760,2018-12-11
3123,2357,2018-12-11
7706,3300,2018-12-11
4250,23407,2018-12-11
4718,12019,2018-12-11
7329,7957,2018-12-12
4630,10058,2018-12-12
3177,11397,2018-12-12
5395,5781,2018-12-12
2717,3401,2018-12-12
628,4764,2018-12-13
6026,3243,2018-12-13
3777,2598,2018-12-13
8888,20938,2018-12-13
692,5228,2018-12-13
7850,1681,2018-12-13
10103,17672,2018-12-13
4647,2905,2018-12-13
2654,1689,2018-12-13
3194,13514,2018-12-13
5503,517,2018-12-13
13030,875,2018-12-13
10881,8958,2018-12-13
4176,24316,2018-12-13
12430,2592,2018-12-18
8211,3487,2018-12-18
10038,5016,2018-12-19
1636,2110,2018-12-19
11078,1283,2018-12-19
9923,2954,2018-12-19
10290,7699,2018-12-19
9921,7545,2018-12-19
11502,13917,2018-12-19
13124,6987,2018-12-19
10419,3109,2018-12-20
7827,2791,2018-12-20
4162,8218,2019-01-08
5785,9491,2019-01-08
7385,5523,2019-01-08
5514,44318,2019-01-08
3157,10163,2019-01-08
9440,11071,2019-01-08
13060,3898,2019-01-08
2269,13426,2019-01-09
9729,1028,2019-01-15
11520,5621,2019-01-29
9378,8167,2019-01-30
7997,2570,2019-01-30
1146,20321,2019-01-30
3307,3624,2019-01-30
13360,1995,2019-01-30
3326,1004,2019-01-30
702,9713,2019-01-30
12079,674,2019-01-30
3041,17490,2019-01-30
4669,5190,2019-01-30
4273,2016,2019-01-30
4679,3790,2019-01-30
1863,2585,2019-01-30
1868,3056,2019-01-30
2898,13104,2019-01-31
1913,5651,2019-01-31
8266,4950,2019-01-31
7996,1808,2019-01-31
4285,2862,2019-01-31
11646,16468,2019-01-31
8979,25264,2019-01-31
9046,11693,2019-01-31
6539,18163,2019-02-05
9619,1757,2019-02-05
785,9683,2019-02-05
1163,13128,2019-02-05
10751,2275,2019-02-05
6538,18381,2019-02-05
5590,13974,2019-02-06
6019,5147,2019-02-06
2536,571,2019-02-06
12120,4884,2019-02-06
11714,44082,2019-02-07
5528,44207,2019-02-07
3039,12613,2019-02-07
3030,17664,2019-02-07
12431,775,2019-02-13
12517,6156,2019-02-19
4879,27955,2019-02-19
3029,21138,2019-02-19
2249,1582,2019-02-19
11366,8267,2019-02-19
11660,17424,2019-02-28
10491,20604,2019-02-28
12072,4366,2019-02-28
5959,7234,2019-02-28
11651,14464,2019-02-28
11607,1576,2019-02-28
7373,7645,2019-03-05
2968,4238,2019-03-05
7095,8049,2019-03-14
7114,19317,2019-03-14
2790,8180,2019-03-14
7075,11767,2019-03-14
8984,11795,2019-03-14
12756,25190,2019-03-14
7096,22039,2019-03-14
4826,21183,2019-03-20
12587,7093,2019-03-20
2184,27534,2019-03-20
5322,2619,2019-03-20
12484,3250,2019-03-20
3042,18323,2019-03-20
5045,15382,2019-03-20
12422,4787,2019-03-20
3904,23554,2019-03-20
7606,3211,2019-03-20
12933,3272,2019-03-20
10293,1500,2019-03-20
12410,12468,2019-03-21
2868,12198,2019-03-21
11807,10294,2019-03-27
595,2425,2019-03-27
2117,2301,2019-03-27
4312,1594,2019-03-27
1676,1356,2019-03-27
338,17623,2019-03-27
4828,23340,2019-03-27
7062,23967,2019-03-28
11868,27017,2019-03-28
5705,42290,2019-03-28
3866,16830,2019-03-28
13625,10788,2019-03-28
3843,23592,2019-03-28
12383,10363,2019-03-28
11470,15552,2019-03-28
13172,16734,2019-03-28
1819,1277,2019-04-11
10528,16571,2019-04-18
10529,15711,2019-04-18
11622,5846,2019-04-18
4335,3123,2019-04-18
6397,4402,2019-04-18
8686,6058,2019-04-18
6427,10892,2019-04-18
8693,7530,2019-04-18
8707,17204,2019-04-18
8727,18978,2019-04-18
8664,16653,2019-04-18
7979,6469,2019-04-18
12412,11360,2019-04-18
7407,66819,2019-04-25
13051,13591,2019-04-25
4446,17625,2019-04-25
9502,18010,2019-04-25
9495,14352,2019-04-25
9477,19110,2019-04-25
11482,11043,2019-04-25
7430,40468,2019-04-25
11368,12986,2019-04-25
12078,3623,2019-04-30
10591,3185,2019-05-08
12624,21251,2019-05-08
12626,20620,2019-05-08
2554,13543,2019-05-09
9462,22845,2019-05-09
7941,11244,2019-05-09
7488,6032,2019-05-09
7487,7271,2019-05-09
9898,13296,2019-05-09
6236,19075,2019-05-09
8619,16272,2019-05-09
9901,13152,2019-05-09
9900,20030,2019-05-09
